"","entrezgene","uniprotswissprot","ensembl_gene_id","external_gene_name","description"
"351",37923,"","FBgn0035024","CG11414",""
"352",47900,"P49846","FBgn0010356","Taf5","TBP-associated factor 5 [Source:FlyBase;Acc:FBgn0010356]"
"353",31979,"Q9W2U4","FBgn0030208","PPP4R2r","Protein phosphatase 4 regulatory subunit 2-related protein [Source:FlyBase;Acc:FBgn0030208]"
"354",31979,"","FBgn0030208","PPP4R2r","Protein phosphatase 4 regulatory subunit 2-related protein [Source:FlyBase;Acc:FBgn0030208]"
"355",41075,"","FBgn0051100","CG31100",""
"356",34333,"","FBgn0011584","Trp1","Translocation protein 1 [Source:FlyBase;Acc:FBgn0011584]"
"357",36455,"","FBgn0033806","FLASH","FLICE-associated huge protein [Source:FlyBase;Acc:FBgn0033806]"
"358",12798457,"","FBgn0263249","CG43392",""
"359",41620,"","FBgn0038123","CG8508",""
"360",31150,"","FBgn0023519","mRpL16","mitochondrial ribosomal protein L16 [Source:FlyBase;Acc:FBgn0023519]"
"361",34087,"B7Z031","FBgn0031969","pes","peste [Source:FlyBase;Acc:FBgn0031969]"
"362",34087,"","FBgn0031969","pes","peste [Source:FlyBase;Acc:FBgn0031969]"
"363",43437,"","FBgn0039635","CG11876",""
"364",246389,"Q8MKL1","FBgn0050010","CG30010",""
"365",37295,"","FBgn0034495","CG11788",""
"366",117364,"Q9NFT9","FBgn0042711","Hex-t1",""
"367",35121,"P50535","FBgn0005617","msl-1","male-specific lethal 1 [Source:FlyBase;Acc:FBgn0005617]"
"368",32523,"","FBgn0030686","mRpL3","mitochondrial ribosomal protein L3 [Source:FlyBase;Acc:FBgn0030686]"
"369",36581,"","FBgn0033917","SmydA-1","SET and MYND domain containing, arthropod-specific, member 1 [Source:FlyBase;Acc:FBgn0033917]"
"370",34111,"","FBgn0031992","CG8498",""
"371",32252,"","FBgn0030443","CG12715",""
"372",32548,"","FBgn0030703","MSBP","membrane steroid binding protein [Source:FlyBase;Acc:FBgn0030703]"
"373",8674033,"","FBgn0259933","CG42456",""
"374",37553,"","FBgn0034721","CG11298",""
"375",3346226,"","FBgn0053508","ppk13","pickpocket 13 [Source:FlyBase;Acc:FBgn0053508]"
"376",39770,"","FBgn0036574","elg1","enhanced level of genomic instability 1 [Source:FlyBase;Acc:FBgn0036574]"
"377",42364,"","FBgn0038742","Arc42",""
"378",37415,"","FBgn0003162","Pu","Punch [Source:FlyBase;Acc:FBgn0003162]"
"379",37415,"P48596","FBgn0003162","Pu","Punch [Source:FlyBase;Acc:FBgn0003162]"
"380",41373,"","FBgn0037900","CG5276",""
"381",42647,"Q9VCZ8","FBgn0038976","Pfdn5","Prefoldin 5 [Source:FlyBase;Acc:FBgn0038976]"
"382",140439,"","FBgn0046687","Tre1","Trapped in endoderm 1 [Source:FlyBase;Acc:FBgn0046687]"
"383",140439,"Q9NDM2","FBgn0046687","Tre1","Trapped in endoderm 1 [Source:FlyBase;Acc:FBgn0046687]"
"384",36893,"","FBgn0046999","CG6429",""
"385",36913,"","FBgn0034181","CG8963",""
"386",40677,"","FBgn0037345","rev7",""
"387",41941,"","FBgn0038390","Rbf2","Retinoblastoma-family protein 2 [Source:FlyBase;Acc:FBgn0038390]"
"388",33503,"","FBgn0031484","CG3165",""
"389",40339,"","FBgn0037057","CG10512",""
"390",40331,"","FBgn0037050","ICA69","Islet cell autoantigen 69 kDa [Source:FlyBase;Acc:FBgn0037050]"
"391",14462454,"","FBgn0264830","CG44038",""
"392",31411,"","FBgn0029725","CG2871",""
"393",31480,"","FBgn0029783","Sirt4","Sirtuin 4 [Source:FlyBase;Acc:FBgn0029783]"
"394",31480,"Q8IRR5","FBgn0029783","Sirt4","Sirtuin 4 [Source:FlyBase;Acc:FBgn0029783]"
"395",36588,"","FBgn0261269","conv","convoluted [Source:FlyBase;Acc:FBgn0261269]"
"396",5740788,"","FBgn0085411","CG34382",""
"397",3772180,"","FBgn0264270","Sxl","Sex lethal [Source:FlyBase;Acc:FBgn0264270]"
"398",3772180,"P19339","FBgn0264270","Sxl","Sex lethal [Source:FlyBase;Acc:FBgn0264270]"
"399",32005,"Q8SXD4","FBgn0052676","stx","stuxnet [Source:FlyBase;Acc:FBgn0052676]"
"400",35674,"","FBgn0033179","p47",""
"401",34557,"","FBgn0259822","Ca-beta","Ca2+-channel-protein-beta-subunit [Source:FlyBase;Acc:FBgn0259822]"
"402",39476,"","FBgn0036334","CG11267",""
"403",317964,"","FBgn0052299","CG32299",""
"404",31698,"Q9W3N6","FBgn0040087","p115",""
"405",38622,"","FBgn0035610","Lkr","Leucokinin receptor [Source:FlyBase;Acc:FBgn0035610]"
"406",38869,"","FBgn0035816","CG13685",""
"407",5740851,"","FBgn0085599","CG41284",""
"408",42888,"Q9VCA5","FBgn0039175","beta-PheRS","Phenylalanyl-tRNA synthetase, beta-subunit [Source:FlyBase;Acc:FBgn0039175]"
"409",36730,"","FBgn0034035","CG8207",""
"410",40225,"","FBgn0052227","gogo","golden goal [Source:FlyBase;Acc:FBgn0052227]"
"411",43004,"","FBgn0039270","PQBP1","Poly-glutamine tract binding protein 1 [Source:FlyBase;Acc:FBgn0039270]"
"412",33675,"","FBgn0031626","CG15631",""
"413",33637,"","FBgn0031596","CG15429",""
"414",36167,"","FBgn0033578","BBS4","Bardet-Biedl syndrome 4 [Source:FlyBase;Acc:FBgn0033578]"
"415",36167,"A1Z8E9","FBgn0033578","BBS4","Bardet-Biedl syndrome 4 [Source:FlyBase;Acc:FBgn0033578]"
"416",318151,"","FBgn0052681","CG32681",""
"417",43177,"","FBgn0051324","CG31324",""
"418",246493,"","FBgn0259210","prom","prominin [Source:FlyBase;Acc:FBgn0259210]"
"419",8674015,"","FBgn0259955","CG42465",""
"420",42781,"","FBgn0039092","CG16723",""
"421",44355,"Q27324","FBgn0015380","drl","derailed [Source:FlyBase;Acc:FBgn0015380]"
"422",31706,"","FBgn0260858","Ykt6","YKT6 v-SNARE [Source:FlyBase;Acc:FBgn0260858]"
"423",246451,"","FBgn0050093","COX6AL","Cytochrome c oxidase subunit 6A-like [Source:FlyBase;Acc:FBgn0050093]"
"424",43389,"","FBgn0039592","CG14062",""
"425",33975,"","FBgn0031874","CG13775",""
"426",5740847,"","FBgn0025837","CG17636",""
"427",35292,"P48611","FBgn0003141","pr","purple [Source:FlyBase;Acc:FBgn0003141]"
"428",59167,"","FBgn0042129","OS9","Olfactory-specific 9 [Source:FlyBase;Acc:FBgn0042129]"
"429",10178859,"","FBgn0261681","CG42728",""
"430",35597,"","FBgn0033110","CG9447",""
"431",38966,"","FBgn0262719","CG43163",""
"432",41524,"","FBgn0082831","pps","protein partner of snf [Source:FlyBase;Acc:FBgn0082831]"
"433",32052,"","FBgn0030271","CG15202",""
"434",40335,"","FBgn0259239","CG42337",""
"435",39264,"","FBgn0036146","CG14141",""
"436",43833,"","FBgn0019650","toy","twin of eyeless [Source:FlyBase;Acc:FBgn0019650]"
"437",37977,"","FBgn0035073","CG16896",""
"438",39275,"","FBgn0036156","CG11726",""
"439",36033,"Q9V5E1","FBgn0283510","Pal1","Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1 [Source:FlyBase;Acc:FBgn0283510]"
"440",36033,"","FBgn0283510","Pal1","Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1 [Source:FlyBase;Acc:FBgn0283510]"
"441",19835258,"","FBgn0267236","CG45676",""
"442",39734,"","FBgn0036545","GXIVsPLA2",""
"443",44381,"","FBgn0020371","Tim17b2","Translocase inner membrane 17 [Source:FlyBase;Acc:FBgn0020371]"
"444",31348,"","FBgn0029686","CG2941",""
"445",35295,"","FBgn0032845","CG10747",""
"446",34524,"O76922","FBgn0000146","aub","aubergine [Source:FlyBase;Acc:FBgn0000146]"
"447",34524,"","FBgn0000146","aub","aubergine [Source:FlyBase;Acc:FBgn0000146]"
"448",34829,"","FBgn0283651","CG46301",""
"449",26067067,"","FBgn0267824","PRAS40","Proline-rich Akt substrate 40 kDa [Source:FlyBase;Acc:FBgn0267824]"
"450",33431,"Q9VQC4","FBgn0031428","CG9886",""
"451",3355165,"","FBgn0069973","CG40485",""
"452",42259,"","FBgn0038654","CG14298",""
"453",38988,"","FBgn0035917","Zasp66","Z band alternatively spliced PDZ-motif protein 66 [Source:FlyBase;Acc:FBgn0035917]"
"454",32414,"","FBgn0030588","CG9521",""
"455",31786,"","FBgn0014466","Cp7Fc","Chorion protein c at 7F [Source:FlyBase;Acc:FBgn0014466]"
"456",42545,"","FBgn0038890","CG7956",""
"457",39437,"","FBgn0036301","CG4069",""
"458",31310,"Q9W4S7","FBgn0262656","Myc",""
"459",41921,"","FBgn0265048","cv-d","crossveinless d [Source:FlyBase;Acc:FBgn0265048]"
"460",8674048,"","FBgn0261057","Sfp36F","Seminal fluid protein 36F [Source:FlyBase;Acc:FBgn0261057]"
"461",326222,"","FBgn0052564","CG32564",""
"462",42625,"","FBgn0038956","CG5379",""
"463",32673,"","FBgn0030797","CG13004",""
"464",33244,"","FBgn0031273","CG2839",""
"465",45883,"","FBgn0001296","kar","karmoisin [Source:FlyBase;Acc:FBgn0001296]"
"466",8674043,"","FBgn0259972","Sfp77F","Seminal fluid protein 77F [Source:FlyBase;Acc:FBgn0259972]"
"467",41102,"","FBgn0037669","Ibf2","Insulator binding factor 2 [Source:FlyBase;Acc:FBgn0037669]"
"468",3885638,"","FBgn0053986","CG33986",""
"469",31835,"","FBgn0052707","APC4","Anaphase Promoting Complex subunit 4 [Source:FlyBase;Acc:FBgn0052707]"
"470",34662,"","FBgn0032435","Oatp33Eb","Organic anion transporting polypeptide 33Eb [Source:FlyBase;Acc:FBgn0032435]"
"471",34390,"","FBgn0032219","CG4995",""
"472",36568,"","FBgn0033905","CG18324",""
"473",12798551,"","FBgn0262621","CG43145",""
"474",31036,"","FBgn0029539","CG11663",""
"475",32318,"","FBgn0030502","tth","toothrin [Source:FlyBase;Acc:FBgn0030502]"
"476",3772489,"P02299","FBgn0053857","His3:CG33857",""
"477",3771723,"P02299","FBgn0053857","His3:CG33857",""
"478",3772032,"P02299","FBgn0053857","His3:CG33857",""
"479",3771771,"P02299","FBgn0053857","His3:CG33857",""
"480",3772517,"P02299","FBgn0053857","His3:CG33857",""
"481",3772370,"P02299","FBgn0053857","His3:CG33857",""
"482",3772421,"P02299","FBgn0053857","His3:CG33857",""
"483",3772607,"P02299","FBgn0053857","His3:CG33857",""
"484",3772173,"P02299","FBgn0053857","His3:CG33857",""
"485",3771729,"P02299","FBgn0053857","His3:CG33857",""
"486",3772619,"P02299","FBgn0053857","His3:CG33857",""
"487",318847,"P02299","FBgn0053857","His3:CG33857",""
"488",3772552,"P02299","FBgn0053857","His3:CG33857",""
"489",3772231,"P02299","FBgn0053857","His3:CG33857",""
"490",3772518,"P02299","FBgn0053857","His3:CG33857",""
"491",3772374,"P02299","FBgn0053857","His3:CG33857",""
"492",3771792,"P02299","FBgn0053857","His3:CG33857",""
"493",3772191,"P02299","FBgn0053857","His3:CG33857",""
"494",3772198,"P02299","FBgn0053857","His3:CG33857",""
"495",3772163,"P02299","FBgn0053857","His3:CG33857",""
"496",3772149,"P02299","FBgn0053857","His3:CG33857",""
"497",3772189,"P02299","FBgn0053857","His3:CG33857",""
"498",3771959,"P02299","FBgn0053857","His3:CG33857",""
"499",37416,"","FBgn0034601","CG4286",""
"500",34865,"","FBgn0032554","CG15278",""
"501",42064,"","FBgn0266465","GckIII","Germinal centre kinase III [Source:FlyBase;Acc:FBgn0266465]"
"502",41124,"P61857","FBgn0003889","betaTub85D","beta-Tubulin at 85D [Source:FlyBase;Acc:FBgn0003889]"
"503",32725,"","FBgn0027602","CG8611",""
"504",32725,"Q86B47","FBgn0027602","CG8611",""
"505",44096,"","FBgn0024179","wit","wishful thinking [Source:FlyBase;Acc:FBgn0024179]"
"506",39565,"","FBgn0036410","CG8100",""
"507",31111,"","FBgn0025390","Mur2B","Mucin related 2B [Source:FlyBase;Acc:FBgn0025390]"
"508",41948,"","FBgn0038394","CG10264",""
"509",39002,"","FBgn0003149","Prm","Paramyosin [Source:FlyBase;Acc:FBgn0003149]"
"510",39002,"P35415","FBgn0003149","Prm","Paramyosin [Source:FlyBase;Acc:FBgn0003149]"
"511",39002,"P35416","FBgn0003149","Prm","Paramyosin [Source:FlyBase;Acc:FBgn0003149]"
"512",31388,"","FBgn0029715","CG11444",""
"513",38407,"","FBgn0035432","ZnT63C","Zinc transporter 63C [Source:FlyBase;Acc:FBgn0035432]"
"514",49992,"","FBgn0040519","CG15219",""
"515",37052,"","FBgn0034289","CG10910",""
"516",37772,"","FBgn0034911","CG5549",""
"517",42510,"Q9VDD7","FBgn0250820","meigo","medial glomeruli [Source:FlyBase;Acc:FBgn0250820]"
"518",32065,"","FBgn0030283","CG15198",""
"519",14462799,"","FBgn0263982","CG43731",""
"520",12797894,"","FBgn0262365","CG43063",""
"521",40675,"","FBgn0023023","CRMP","Collapsin Response Mediator Protein [Source:FlyBase;Acc:FBgn0023023]"
"522",42350,"","FBgn0024963","GluClalpha",""
"523",42350,"Q94900","FBgn0024963","GluClalpha",""
"524",33040,"P54192","FBgn0011280","Obp19d","Odorant-binding protein 19d [Source:FlyBase;Acc:FBgn0011280]"
"525",31687,"","FBgn0029962","CG1402",""
"526",31193,"O46054","FBgn0015036","Cyp4ae1","Cytochrome P450-4ae1 [Source:FlyBase;Acc:FBgn0015036]"
"527",42669,"","FBgn0051156","CG31156",""
"528",3355111,"","FBgn0040001","FASN3","Fatty acid synthase 3 [Source:FlyBase;Acc:FBgn0040001]"
"529",34409,"Q9VKX7","FBgn0032234","gny","garnysstan [Source:FlyBase;Acc:FBgn0032234]"
"530",41361,"","FBgn0026063","KP78b",""
"531",36135,"Q9V5P6","FBgn0033548","CG7637",""
"532",34589,"","FBgn0032375","CG14932",""
"533",34553,"Q07553","FBgn0010197","Gyc32E","Guanyl cyclase at 32E [Source:FlyBase;Acc:FBgn0010197]"
"534",34553,"","FBgn0010197","Gyc32E","Guanyl cyclase at 32E [Source:FlyBase;Acc:FBgn0010197]"
"535",32478,"","FBgn0026433","Grip128",""
"536",3771941,"P84040","FBgn0053899","His4:CG33899",""
"537",3772254,"P84040","FBgn0053899","His4:CG33899",""
"538",3772325,"P84040","FBgn0053899","His4:CG33899",""
"539",3772319,"P84040","FBgn0053899","His4:CG33899",""
"540",3772113,"P84040","FBgn0053899","His4:CG33899",""
"541",3772129,"P84040","FBgn0053899","His4:CG33899",""
"542",3771935,"P84040","FBgn0053899","His4:CG33899",""
"543",3771854,"P84040","FBgn0053899","His4:CG33899",""
"544",3772519,"P84040","FBgn0053899","His4:CG33899",""
"545",3772211,"P84040","FBgn0053899","His4:CG33899",""
"546",41773,"P84040","FBgn0053899","His4:CG33899",""
"547",3772509,"P84040","FBgn0053899","His4:CG33899",""
"548",3772666,"P84040","FBgn0053899","His4:CG33899",""
"549",3772314,"P84040","FBgn0053899","His4:CG33899",""
"550",3771908,"P84040","FBgn0053899","His4:CG33899",""
"551",3771893,"P84040","FBgn0053899","His4:CG33899",""
"552",3772317,"P84040","FBgn0053899","His4:CG33899",""
"553",3771947,"P84040","FBgn0053899","His4:CG33899",""
"554",3771938,"P84040","FBgn0053899","His4:CG33899",""
"555",3772708,"P84040","FBgn0053899","His4:CG33899",""
"556",3772172,"P84040","FBgn0053899","His4:CG33899",""
"557",318846,"P84040","FBgn0053899","His4:CG33899",""
"558",3772096,"P84040","FBgn0053899","His4:CG33899",""
"559",318169,"","FBgn0052719","CG32719",""
"560",36273,"","FBgn0033665","Zip48C","Zinc/iron regulated transporter-related protein 48C [Source:FlyBase;Acc:FBgn0033665]"
"561",40349,"Q9U616","FBgn0027945","ppl","pumpless [Source:FlyBase;Acc:FBgn0027945]"
"562",19835727,"","FBgn0265182","CG44247",""
"563",5740672,"","FBgn0085380","CG34351",""
"564",10178870,"","FBgn0261680","CG42727",""
"565",3771879,"P02255","FBgn0053846","His1:CG33846",""
"566",3772665,"P02255","FBgn0053846","His1:CG33846",""
"567",3771910,"P02255","FBgn0053846","His1:CG33846",""
"568",3771838,"P02255","FBgn0053846","His1:CG33846",""
"569",3772225,"P02255","FBgn0053846","His1:CG33846",""
"570",3772702,"P02255","FBgn0053846","His1:CG33846",""
"571",3772715,"P02255","FBgn0053846","His1:CG33846",""
"572",3772077,"P02255","FBgn0053846","His1:CG33846",""
"573",3771803,"P02255","FBgn0053846","His1:CG33846",""
"574",3771981,"P02255","FBgn0053846","His1:CG33846",""
"575",3771816,"P02255","FBgn0053846","His1:CG33846",""
"576",318854,"P02255","FBgn0053846","His1:CG33846",""
"577",3772409,"P02255","FBgn0053846","His1:CG33846",""
"578",3771912,"P02255","FBgn0053846","His1:CG33846",""
"579",3771818,"P02255","FBgn0053846","His1:CG33846",""
"580",3772004,"P02255","FBgn0053846","His1:CG33846",""
"581",3772075,"P02255","FBgn0053846","His1:CG33846",""
"582",3771946,"","FBgn0033693","CG13175",""
"583",34351,"Q9VL31","FBgn0032189","Ripalpha","RPA-interacting protein alpha [Source:FlyBase;Acc:FBgn0032189]"
"584",246462,"","FBgn0050110","CG30110",""
"585",36349,"","FBgn0033726","Cpr49Ad","Cuticular protein 49Ad [Source:FlyBase;Acc:FBgn0033726]"
"586",43188,"","FBgn0039424","ppk15","pickpocket 15 [Source:FlyBase;Acc:FBgn0039424]"
"587",48440,"","FBgn0028952","Kebab","Kinetochore and EB1 associated basic protein [Source:FlyBase;Acc:FBgn0028952]"
"588",48440,"F0JAI6","FBgn0028952","Kebab","Kinetochore and EB1 associated basic protein [Source:FlyBase;Acc:FBgn0028952]"
"589",32440,"Q9VXY4","FBgn0030611","CG15027",""
"590",40929,"","FBgn0037526","ArgRS-m","Arginyl-tRNA synthetase, mitochondrial [Source:FlyBase;Acc:FBgn0037526]"
"591",34934,"","FBgn0028902","Tektin-A","Tektin A [Source:FlyBase;Acc:FBgn0028902]"
"592",37199,"","FBgn0034418","CG15118",""
"593",19835236,"","FBgn0266647","CG45154",""
"594",33068,"","FBgn0261624","I-3","Inhibitor-3 [Source:FlyBase;Acc:FBgn0261624]"
"595",42734,"","FBgn0039055","Rassf","Ras association family member [Source:FlyBase;Acc:FBgn0039055]"
"596",38868,"E1JI63","FBgn0035815","Snmp2","Sensory neuron membrane protein 2 [Source:FlyBase;Acc:FBgn0035815]"
"597",38868,"","FBgn0035815","Snmp2","Sensory neuron membrane protein 2 [Source:FlyBase;Acc:FBgn0035815]"
"598",35101,"","FBgn0032680","Ntf-2r","Nuclear transport factor-2-related [Source:FlyBase;Acc:FBgn0032680]"
"599",41932,"","FBgn0266566","CG45105",""
"600",39048,"","FBgn0023479","teq","Tequila [Source:FlyBase;Acc:FBgn0023479]"
"601",5740861,"","FBgn0085263","CG34234",""
"602",40093,"Q9VVX5","FBgn0026630","nes","nessy [Source:FlyBase;Acc:FBgn0026630]"
"603",34160,"","FBgn0032036","CG13384",""
"604",36816,"","FBgn0034105","CG7755",""
"605",246532,"","FBgn0050289","CG30289",""
"606",41630,"","FBgn0038131","CG15888",""
"607",38402,"","FBgn0035427","ckd","cracked [Source:FlyBase;Acc:FBgn0035427]"
"608",42944,"","FBgn0004885","tok","tolkin [Source:FlyBase;Acc:FBgn0004885]"
"609",38457,"","FBgn0035471","Sc2",""
"610",31415,"","FBgn0029729","CG12682",""
"611",117345,"P58961","FBgn0041241","Gr47b","Gustatory receptor 47b [Source:FlyBase;Acc:FBgn0041241]"
"612",47878,"P48593","FBgn0004910","Eip63F-1","Ecdysone-induced protein 63F 1 [Source:FlyBase;Acc:FBgn0004910]"
"613",47878,"","FBgn0004910","Eip63F-1","Ecdysone-induced protein 63F 1 [Source:FlyBase;Acc:FBgn0004910]"
"614",41157,"","FBgn0037715","CG9399",""
"615",36809,"","FBgn0015925","csul","capsuleen [Source:FlyBase;Acc:FBgn0015925]"
"616",36809,"Q9U6Y9","FBgn0015925","csul","capsuleen [Source:FlyBase;Acc:FBgn0015925]"
"617",14462596,"","FBgn0264329","CG43788",""
"618",38986,"","FBgn0035915","S-Lap1","Sperm-Leucylaminopeptidase 1 [Source:FlyBase;Acc:FBgn0035915]"
"619",41652,"","FBgn0038151","yellow-e2",""
"620",41762,"","FBgn0038239","CG14850",""
"621",32598,"","FBgn0030742","CG9919",""
"622",43197,"","FBgn0039431","plum",""
"623",31151,"P18824","FBgn0000117","arm","armadillo [Source:FlyBase;Acc:FBgn0000117]"
"624",31151,"","FBgn0000117","arm","armadillo [Source:FlyBase;Acc:FBgn0000117]"
"625",36429,"","FBgn0265186","CG44251",""
"626",36905,"P41044","FBgn0004580","Cbp53E","Calbindin 53E [Source:FlyBase;Acc:FBgn0004580]"
"627",39156,"","FBgn0028429","I-2","Inhibitor-2 [Source:FlyBase;Acc:FBgn0028429]"
"628",326112,"","FBgn0051014","PH4alphaSG1","prolyl-4-hydroxylase-alpha SG1 [Source:FlyBase;Acc:FBgn0051014]"
"629",37340,"","FBgn0034538","CG16799",""
"630",31938,"P02844","FBgn0005391","Yp2","Yolk protein 2 [Source:FlyBase;Acc:FBgn0005391]"
"631",32303,"","FBgn0265416","Neto","Neuropilin and tolloid-like [Source:FlyBase;Acc:FBgn0265416]"
"632",3772056,"","FBgn0053801","His1:CG33801",""
"633",31927,"","FBgn0030163","CG1791",""
"634",35602,"","FBgn0033115","Spn42De","Serpin 42De [Source:FlyBase;Acc:FBgn0033115]"
"635",31123,"","FBgn0029587","CG14797",""
"636",37063,"","FBgn0034300","CG5098",""
"637",37063,"Q6AWG9","FBgn0034300","CG5098",""
"638",42589,"","FBgn0038924","CG6028",""
"639",31746,"","FBgn0265464","Traf6","TNF-receptor-associated factor 6 [Source:FlyBase;Acc:FBgn0265464]"
"640",39227,"","FBgn0036112","CG14147",""
"641",31555,"","FBgn0262730","dtn","detonator [Source:FlyBase;Acc:FBgn0262730]"
"642",36731,"Q24583","FBgn0262512","Vha14-1","Vacuolar H[+] ATPase 14kD subunit 1 [Source:FlyBase;Acc:FBgn0262512]"
"643",42446,"","FBgn0015279","Pi3K92E",""
"644",43694,"","FBgn0039831","CG12054",""
"645",36043,"","FBgn0033474","CG1407",""
"646",41215,"","FBgn0037766","Teh1","tipE homolog 1 [Source:FlyBase;Acc:FBgn0037766]"
"647",33137,"","FBgn0027279","l(1)G0196","lethal (1) G0196 [Source:FlyBase;Acc:FBgn0027279]"
"648",33137,"Q9VR59","FBgn0027279","l(1)G0196","lethal (1) G0196 [Source:FlyBase;Acc:FBgn0027279]"
"649",41348,"","FBgn0037879","scpr-C","SCP-containing protein C [Source:FlyBase;Acc:FBgn0037879]"
"650",36395,"","FBgn0261673","nemy","no extended memory [Source:FlyBase;Acc:FBgn0261673]"
"651",41039,"Q9VHM6","FBgn0037618","ouib","ouija board [Source:FlyBase;Acc:FBgn0037618]"
"652",39950,"","FBgn0036728","UQCR-Q","Ubiquinol-cytochrome c reductase ubiquinone-binding protein [Source:FlyBase;Acc:FBgn0036728]"
"653",246616,"","FBgn0050441","CG30441",""
"654",48613,"","FBgn0026570","CG5704",""
"655",33609,"","FBgn0031574","CG3964",""
"656",39987,"Q9VVL6","FBgn0036761","MED19","Mediator complex subunit 19 [Source:FlyBase;Acc:FBgn0036761]"
"657",41111,"","FBgn0037678","CG16749",""
"658",31031,"","FBgn0264449","CG43867",""
"659",31031,"Q9W5D0","FBgn0264449","CG43867",""
"660",38748,"","FBgn0035713","velo","veloren [Source:FlyBase;Acc:FBgn0035713]"
"661",33622,"","FBgn0031585","CG2955",""
"662",33989,"","FBgn0031883","Caper",""
"663",35319,"","FBgn0032867","CG15475",""
"664",5740442,"","FBgn0085385","bma","black match [Source:FlyBase;Acc:FBgn0085385]"
"665",31809,"","FBgn0030060","CG2004",""
"666",31212,"","FBgn0027296","temp","tempura [Source:FlyBase;Acc:FBgn0027296]"
"667",35779,"","FBgn0033259","CG11210",""
"668",36210,"","FBgn0033616","CG7745",""
"669",31996,"","FBgn0030224","CG12637",""
"670",43560,"Q27415","FBgn0016685","Nlp","Nucleoplasmin [Source:FlyBase;Acc:FBgn0016685]"
"671",37888,"P08841","FBgn0003888","betaTub60D","beta-Tubulin at 60D [Source:FlyBase;Acc:FBgn0003888]"
